8.76,0.01,1.0
21.73,0.01,1.42
36.82,0.02,2.0
65.65,0.03,2.22
104.71,0.05,2.96
137.02,0.06,3.24
248.93,0.09,3.48
334.25,0.12,3.92
685.99,0.11,4.34
910.42,0.1,4.84
1499.13,0.19,5.14
1962.34,0.46,5.22
4922.91,0.72,5.56
4404.29,0.54,6.26
4057.21,0.53,6.12
7042.42,0.91,6.9
11382.41,1.95,7.06
23512.06,4.61,7.16
35155.4,6.09,7.88
48298.16,8.7,8.36
