9.04,0.03,1.0
21.25,0.04,1.34
31.88,0.06,1.72
51.29,0.11,2.04
83.26,0.14,2.7
198.3,0.08,3.26
194.54,0.04,3.32
340.15,0.08,3.84
416.0,0.06,3.9
533.14,0.08,4.26
1335.77,0.33,5.04
2780.35,0.44,5.74
3159.56,0.59,5.76
3032.93,0.43,6.02
4730.62,0.84,6.24
5990.65,0.96,6.66
15655.42,3.58,6.64
13554.24,2.22,7.58
79382.46,40.14,7.94
40314.26,10.03,7.88
