4.0,0.03,1.0
5.0,0.03,1.26
6.94,0.03,1.86
7.74,0.02,2.08
11.46,0.02,3.16
10.1,0.02,2.8
13.6,0.02,3.84
13.19,0.02,3.74
13.02,0.02,3.68
17.23,0.04,4.86
18.1,0.03,5.14
18.01,0.03,5.04
19.3,0.03,5.52
22.23,0.03,6.04
24.03,0.03,6.56
27.59,0.03,6.84
24.95,0.03,6.94
28.45,0.04,7.28
32.32,0.05,8.06
29.03,0.03,7.26
